id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,source_rank
7315,Niger,NER,NE,2011,31.45,8.93,12.67,16.21,21.38,40.8,3.8,5.13,5.94,6.73,7.58,8.63,9.86,11.52,14.37,26.43,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,857.76,690.96,US$2011PPP,Year,471.8661141,858,691,802,17064636,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7316,Niger,NER,NE,2014,34.28,7.78,11.8,15.96,22.03,42.42,3.2,4.58,5.43,6.37,7.36,8.6,10.03,12,15.4,27.02,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,944.4,743.76,US$2011PPP,Year,,944,744,904,19148219,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7327,Nigeria,NGA,NG,1980,42.6,3.73,7.2,12.05,21.62,55.39,1.4,2.32,3.13,4.07,5.24,6.81,9.07,12.56,17.56,37.84,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,0.546780892,,,,73460724,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,National Consumer Survey (module of National Integrated Survey of Households),2
7328,Nigeria,NGA,NG,1980,44.4,3.42,6.68,11.58,21.17,57.14,1.29,2.14,2.91,3.77,4.94,6.64,8.97,12.2,17.61,39.53,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,0.546780892,,,,73460724,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,National Consumer Survey (module of National Integrated Survey of Households),2
7333,Nigeria,NGA,NG,1985,38.7,,,,,,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,592.8,,Nigerian naira 1986,Year,0.893774083,,,,83613300,,Average,11,Research study,Canagarajan et al. 1997,,National Consumer Survey (module of National Integrated Survey of Households),4
7334,Nigeria,NGA,NG,1986,39.1,4.7,8.45,12.68,20.18,53.98,1.78,2.93,3.79,4.67,5.71,6.97,8.72,11.46,16.9,37.08,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,1.754523004,,,,83613300,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,National Consumer Survey (module of National Integrated Survey of Households),2
7335,Nigeria,NGA,NG,1986,48.8,3.25,7.04,11.63,19.65,58.42,1.1,2.15,3.04,4,5.11,6.52,8.39,11.27,16.68,41.75,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,1.754523004,,,,83613300,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,National Consumer Survey (module of National Integrated Survey of Households),2
7337,Nigeria,NGA,NG,1992,51.8,2.42,6.49,10.97,18.86,61.27,0.63,1.79,2.76,3.73,4.78,6.19,8.02,10.84,16.41,44.86,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,17.298425,,,2886,100221563,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,National Consumer Survey (module of National Integrated Survey of Households),2
7338,Nigeria,NGA,NG,1992,46.7,3.74,7.25,11.22,18.4,59.4,1.35,2.38,3.2,4.05,4.99,6.23,7.93,10.47,15.16,44.24,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,17.298425,,,2886,100221563,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,National Consumer Survey (module of National Integrated Survey of Households),2
7341,Nigeria,NGA,NG,1996,52.9,3.97,7.68,11.72,19.03,57.61,1.44,2.53,3.41,4.27,5.25,6.47,8.2,10.82,15.69,41.92,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,21.884425,,,2816,110732904,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,National Consumer Survey (module of National Integrated Survey of Households),2
7342,Nigeria,NGA,NG,1996,47.3,4.61,8.48,12.77,20.2,53.94,1.71,2.91,3.78,4.69,5.72,7.05,8.8,11.4,15.96,37.98,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,21.884425,,,2816,110732904,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,National Consumer Survey (module of National Integrated Survey of Households),2
7344,Nigeria,NGA,NG,1997,50.6,4.36,8.16,12.51,19.31,55.66,1.64,2.72,3.6,4.56,5.62,6.89,8.51,10.8,14.82,40.84,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,21.88605,,,2824,113522705,,Low,13,World Bank,World Bank 2002,Poverty Monitoring Database,,2
7345,Nigeria,NGA,NG,2004,40.06,5.67,10.37,15.4,22.53,46.04,2.11,3.56,4.63,5.74,6.99,8.41,10.12,12.41,16.2,29.84,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,849.12,651.72,US$2011PPP,Year,132.888025,849,652,4116,135393616,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7350,Nigeria,NGA,NG,2010,42.97,5.37,9.71,14.36,21.58,48.99,2.04,3.33,4.33,5.38,6.52,7.84,9.55,12.03,16.26,32.73,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,910.32,649.2,US$2011PPP,Year,150.298025,910,649,5150,158578261,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7355,Norway,NOR,NO,1970,30.5,6.3,13.8,18.7,24.1,37,2,4.3,6.2,7.6,8.8,9.9,11.2,12.9,15.2,21.8,,12.7,Income (net),"Income, net",Equivalized,OECD,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,14703,,Norwegian krone,Year,7.142860006,,,,3876060,,High,13,Research study,Ringen 1991,,Income Survey,4
7357,Norway,NOR,NO,1973,34.8,4.3,12.9,18.8,24.9,39.5,0.7,3.6,5.6,7.3,8.8,10,11.6,13.3,15.7,23.8,,14,Income (net),"Income, net",Equivalized,OECD,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,17216,,Norwegian krone,Year,5.765833332,,,,3960802,,High,13,Research study,Ringen 1991,,Income Survey,4
7358,Norway,NOR,NO,1976,31.9,6,13.4,18.5,24.4,37.7,1.9,4.1,6,7.4,8.6,9.9,11.4,13,15.3,22.4,,13.3,Income (net),"Income, net",Equivalized,OECD,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,29339,,Norwegian krone,Year,5.456516666,,,,4027475,,High,13,Research study,Ringen 1991,,Income Survey,4
7359,Norway,NOR,NO,1979,26.9,9.45,14,17.37,22.4,36.77,3.82,5.63,6.58,7.42,8.21,9.16,10.37,12.03,14.87,21.9,1.48,12.76,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,27363,23625,Norwegian krone,Year,5.064066666,,,,4072868,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7360,Norway,NOR,NO,1979,22.5,10.15,15.41,18.87,22.87,32.71,4.1,6.05,7.27,8.14,8.93,9.94,10.88,11.99,13.73,18.98,1.6,11.05,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,45569,43050,Norwegian krone,Year,5.064066666,,,,4072868,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7361,Norway,NOR,NO,1979,31,8.33,12.81,16.66,22.58,39.63,3.22,5.11,5.99,6.82,7.73,8.93,10.3,12.28,15.38,24.25,1.2,14.4,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,36586,30325,Norwegian krone,Year,5.064066666,,,,4072868,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7362,Norway,NOR,NO,1979,27.4,8.22,14.11,18.51,23.47,35.7,3.18,5.04,6.53,7.58,8.73,9.78,10.99,12.48,14.61,21.09,1.01,12.39,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,61154,56569,Norwegian krone,Year,5.064066666,,,,4072868,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7367,Norway,NOR,NO,1982,23.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,,,,,6.454033332,,,,4111657,,High,11,Research study,"Atkinson, Rainwater and Smeeding 1995a",,Income Distribution Survey,4
7373,Norway,NOR,NO,1986,24.6,9.93,14.65,17.96,22.69,34.77,4.27,5.66,7.04,7.61,8.5,9.46,10.59,12.1,14.23,20.54,1.75,12.04,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,66907,59911,Norwegian krone,Year,7.394741667,,,,4169322,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7374,Norway,NOR,NO,1986,23.4,9.86,15.13,18.75,22.97,33.31,3.97,5.89,7.08,8.05,8.93,9.82,10.85,12.12,13.89,19.42,1.61,11.27,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,111824,104644,Norwegian krone,Year,7.394741667,,,,4169322,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7375,Norway,NOR,NO,1986,27.9,8.96,13.48,17.62,23.09,36.86,3.7,5.26,6.27,7.21,8.25,9.37,10.73,12.36,14.84,22.02,1.48,12.99,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,87334,76806,Norwegian krone,Year,7.394741667,,,,4169322,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7376,Norway,NOR,NO,1986,26.5,8.41,14.48,18.63,23.55,34.93,3.21,5.2,6.65,7.83,8.81,9.82,11.01,12.54,14.61,20.32,1.29,11.76,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,145912,135591,Norwegian krone,Year,7.394741667,,,,4169322,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7382,Norway,NOR,NO,1986,35.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,7.394741667,,,,4169322,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7390,Norway,NOR,NO,1988,23.9,9.5,14.8,19,23.2,33.3,3.9,5.6,6.8,8,9,10,11,12.2,14,19.3,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,121154,,Norwegian krone,Year,6.516983333,,,,4205966,,High,13,National statistical authority,Statistics Norway 2000,,Income and Property Distribution Survey,5
7395,Norway,NOR,NO,1989,24.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,,,,,6.9045,,,,4226122,,High,11,Research study,"Atkinson, Rainwater and Smeeding 1995a",,Income Distribution Survey,4
7399,Norway,NOR,NO,1990,25.2,9,14.5,18.9,23.5,34,3.5,5.5,6.7,7.8,8.9,10,11.1,12.4,14.2,19.8,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,127420,,Norwegian krone,Year,6.259741667,,,42755,4247285,,High,13,National statistical authority,Statistics Norway 2000,,Income and Property Distribution Survey,5
7402,Norway,NOR,NO,1991,25.1,10.13,14.36,17.81,22.42,35.28,4.21,5.92,6.76,7.6,8.45,9.36,10.47,11.95,14.13,21.15,1.7,12.74,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,92827,82664,Norwegian krone,Year,6.4829425,,,43845,4269471,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7403,Norway,NOR,NO,1991,23.1,10.08,15.23,18.69,22.71,33.28,4.07,6.01,7.17,8.06,8.89,9.8,10.78,11.93,13.65,19.63,1.62,11.76,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,151063,141463,Norwegian krone,Year,6.4829425,,,43845,4269471,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7404,Norway,NOR,NO,1991,28.8,8.9,13.31,17.35,22.7,37.74,3.62,5.28,6.18,7.13,8.12,9.23,10.49,12.21,14.71,23.03,1.42,13.99,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,119769,103557,Norwegian krone,Year,6.4829425,,,43845,4269471,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7405,Norway,NOR,NO,1991,27.1,8.59,14.2,18.28,23.2,35.73,3.31,5.28,6.52,7.68,8.64,9.64,10.84,12.36,14.33,21.4,1.3,12.93,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,195141,178034,Norwegian krone,Year,6.4829425,,,43845,4269471,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7408,Norway,NOR,NO,1991,37.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,,,,,6.4829425,,,43845,4269471,,High,9,Research study,Smeeding and Gottschalk 1995,,Income and Property Distribution Survey through LIS,4
7409,Norway,NOR,NO,1992,26,8.8,14.3,18.9,23.5,34.6,3.3,5.5,6.6,7.7,8.9,10,11.1,12.4,14.2,20.4,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,140465,,Norwegian krone,Year,6.214500833,,,45167,4292683,,High,13,National statistical authority,Statistics Norway 2000,,Income and Property Distribution Survey,5
7413,Norway,NOR,NO,1994,27.9,8.2,14,18.5,23.4,35.9,3,5.2,6.4,7.6,8.7,9.8,11,12.4,14.3,21.6,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,143457,,Norwegian krone,Year,7.057584167,,,48250,4341615,,High,13,National statistical authority,Statistics Norway 2000,,Income and Property Distribution Survey,5
7416,Norway,NOR,NO,1995,26,9.77,14.32,17.73,22.34,35.84,3.94,5.83,6.74,7.58,8.4,9.33,10.41,11.93,14.14,21.7,1.54,13.31,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,102284,90410,Norwegian krone,Year,6.335156667,,,49962,4366995,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7417,Norway,NOR,NO,1995,24.2,9.68,15,18.78,22.66,33.88,3.84,5.84,7,8,8.95,9.83,10.73,11.93,13.61,20.27,1.46,12.41,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,162797,152838,Norwegian krone,Year,6.335156667,,,49962,4366995,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7418,Norway,NOR,NO,1995,29.5,8.59,13.37,17.21,22.54,38.29,3.4,5.19,6.22,7.15,8.09,9.12,10.41,12.13,14.79,23.5,1.3,14.5,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,134529,114923,Norwegian krone,Year,6.335156667,,,49962,4366995,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7419,Norway,NOR,NO,1995,28.2,8.08,13.96,18.52,23.1,36.36,3.11,4.97,6.35,7.61,8.74,9.78,10.87,12.23,14.36,22,1.19,13.47,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,215083,198657,Norwegian krone,Year,6.335156667,,,49962,4366995,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7421,Norway,NOR,NO,1995,40.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,6.335156667,,,49962,4366995,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7422,Norway,NOR,NO,1996,27.8,8.4,14.1,18.5,22.9,36.2,3.1,5.3,6.5,7.6,8.7,9.8,10.8,12.1,14,22.2,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,157424,,Norwegian krone,Year,6.449808333,,,52161,4393209,,High,13,National statistical authority,Statistics Norway 2000,,Income and Property Distribution Survey,5
7424,Norway,NOR,NO,1997,28.1,8.4,14,18.3,22.9,36.4,3.1,5.3,6.4,7.6,8.6,9.7,10.8,12.1,14,22.4,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,166000,,Norwegian krone,Year,7.073400833,,,54582,4420262,,High,13,National statistical authority,Statistics Norway 2002,,Income and Property Distribution Survey,5
7426,Norway,NOR,NO,1998,27.2,8.7,14.3,18.4,22.9,35.8,3.2,5.5,6.6,7.7,8.7,9.7,10.8,12.1,14,21.8,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,179300,,Norwegian krone,Year,7.5450975,,,55671,4447486,,High,13,National statistical authority,Statistics Norway 2004,,Income and Property Distribution Survey,5
7428,Norway,NOR,NO,1999,27.3,8.8,14.1,18.3,22.6,36,3.4,5.4,6.5,7.6,8.6,9.7,10.7,11.9,13.8,22.2,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,192300,,Norwegian krone,Year,7.799171667,,,56456,4474004,,High,13,National statistical authority,Statistics Norway 2004,,Income and Property Distribution Survey,5
7430,Norway,NOR,NO,2000,27.4,9.66,13.96,17.25,21.96,37.15,3.93,5.73,6.6,7.36,8.15,9.1,10.26,11.7,13.88,23.27,1.53,14.98,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,139490,119878,Norwegian krone,Year,8.801841667,,,57937,4499367,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7431,Norway,NOR,NO,2000,26,9.57,14.66,18.16,21.91,35.7,3.8,5.77,6.87,7.79,8.65,9.51,10.4,11.51,13.17,22.53,1.45,14.73,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,221218,200741,Norwegian krone,Year,8.801841667,,,57937,4499367,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
